Timestamp,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,attack
2170,0.432376731,1.0,1.0,0,0.603406637,0.189882647,0.529468277,0.991346247,1.0,0,0,1.0,0,0.0,0,0.143832497,0.041440358,0.824507048,0.0,0.5,0.0,0.5,0,0.0,0.0,0.470901173,0.977344321,0.905779482,0,1,0,0,1,0.876223816,0.477396174,0.534837245,0.014394904,0.977458544,0.945332642,0.967601058,0.97251947,1,0,0.96028297,0.296943334,0.964068644,3.67e-05,0,0.0,0,0
2171,0.434072933,1.0,1.0,0,0.601133418,0.186269486,0.527545532,0.989852641,1.0,0,0,1.0,0,0.0,0,0.001820665,0.050700635,0.828072339,1.0,0.5,1.0,0.5,0,0.0,0.0,0.472152886,0.976684372,0.90353455,0,1,0,0,1,0.876223816,0.477396174,0.539959711,0.014394904,0.977020862,0.949426028,0.9697834,0.97251947,1,0,0.96028297,0.296943334,0.963663135,0.536108917,0,1.0,0,0
2172,0.4355906,1.0,1.0,0,0.601133418,0.189280663,0.525430194,0.989491901,1.0,0,0,1.0,0,0.0,0,0.001820665,0.0,0.834271756,1.0,0.5,1.0,0.5,0,0.0,0.0,0.472152886,0.976317638,0.901003485,0,1,0,0,1,0.87777134,0.477396174,0.536886871,0.014394904,0.976802306,0.946509055,0.967601058,0.97251947,1,0,0.959468899,0.296943334,0.963014118,0.995633203,0,1.0,0,0
2173,0.435970016,1.0,1.0,0,0.601133418,0.18707255,0.52321884,0.988873919,1.0,0,0,1.0,0,0.0,0,0.001820665,0.0,0.841561256,1.0,0.5,1.0,0.5,0,0.0,0.0,0.472777827,0.978590415,0.897768164,0,1,0,0,1,0.876223816,0.477733103,0.536886871,0.014394904,0.976656317,0.941239991,0.967601058,0.97251947,1,0,0.959186789,0.28820969,0.962892617,0.995945321,0,1.0,0,0
2174,0.435077281,1.0,1.0,0,0.601133418,0.189882647,0.521007486,0.990058434,1.0,0,0,1.0,0,0.0,0,0.001820665,0.044318915,0.847238451,0.0,0.5,1.0,0.5,0,0.0,0.0,0.47199604,0.976097655,0.894620932,0,1,0,0,1,0.876223816,0.47537197,0.536886871,0.014394904,0.976510328,0.941287004,0.967685039,0.972721672,1,0,0.958309767,0.28820969,0.961635589,0.753587217,0,0.0,0,0
2175,0.435813826,1.0,1.0,0,0.601133418,0.189882647,0.519517185,0.989852641,1.0,0,0,1.0,0,0.0,0,0.123956932,0.158863757,0.851984538,0.5,0.5,1.0,0.0,0,0.0,0.0,0.469336989,0.975951191,0.891913803,0,1,0,0,1,0.877772145,0.47537197,0.536886871,0.014394904,0.975342988,0.924585844,0.967769021,0.972721672,1,0,0.958215731,0.28820969,0.96123008,0.031521787,0,0.0,0,0
2176,0.433269523,1.0,1.0,0,0.601133418,0.189882647,0.517354027,0.988822471,1.0,0,0,1.0,0,0.0,0,0.136322271,0.155659338,0.856617121,0.5,0.5,1.0,1.0,0,0.0,0.0,0.46996193,0.976170888,0.887952189,0,1,0,0,1,0.877772145,0.474021624,0.536886871,0.014394904,0.977020862,0.921339783,0.970119195,0.972721672,1,0,0.959092753,0.28820969,0.962771116,7.34e-05,0,0.0,0,0
2177,0.432979374,1.0,1.0,0,0.601133418,0.187273629,0.516104327,0.989594998,1.0,0,0,1.0,0,0.0,0,0.136549838,0.151857469,0.861953633,0.5,0.5,1.0,1.0,0,0.0,0.0,0.46996193,0.975364474,0.883220265,0,1,0,0,1,0.877772145,0.476045828,0.536886871,0.015159236,0.976619606,0.921951312,0.967769021,0.972721672,1,0,0.957558062,0.292576512,0.961148826,7.34e-05,0,0.0,0,0
2178,0.435188895,1.0,1.0,0,0.601133418,0.185868581,0.5143738,0.989955537,1.0,0,0,1.0,0,0.0,0,0.138067092,0.156093844,0.866291003,0.5,0.5,1.0,1.0,0,0.0,0.0,0.471682959,0.977124052,0.88002896,0,1,0,0,1,0.876223816,0.478745204,0.536886871,0.014522287,0.976145499,0.934088962,0.968272648,0.974641328,1,0,0.959155314,0.28820969,0.962041098,7.34e-05,0,0.0,0,0
2179,0.435121915,1.0,1.0,0,0.601133418,0.186671645,0.512258461,0.989904089,1.0,0,0,1.0,0,0.0,0,0.139584299,0.158945261,0.869651907,0.5,0.5,1.0,1.0,0,0.0,0.0,0.472465357,0.977710483,0.875649165,0,1,0,0,1,0.876223816,0.478745204,0.536886871,0.014522287,0.977020862,0.941428041,0.969615568,0.972115697,1,0,0.959280826,0.301310156,0.963095624,7.34e-05,0,0.0,0,0
2180,0.433827475,1.0,1.0,0,0.601133418,0.187875614,0.51062395,0.990213181,1.0,0,0,1.0,0,0.0,0,0.166135677,0.164512264,0.874738677,0.5,0.5,0.0,1.0,0,1.0,0.0,0.469649459,0.97844395,0.871643592,0,1,0,0,1,0.877255498,0.478745204,0.536886871,0.014267521,0.977020862,0.940110959,0.970119195,0.972115697,1,0,0.959719142,0.301310156,0.963095624,7.34e-05,0,0.0,0,0
2181,0.433135564,1.0,1.0,0,0.601133418,0.187875614,0.50937425,0.989594998,1.0,0,0,1.0,0,0.0,0,0.445531819,0.951146019,0.87873542,0.5,0.5,0.5,1.0,0,1.0,0.0,0.470900562,0.976134271,0.868826337,0,1,0,0,1,0.879318864,0.478745204,0.536886871,0.014267521,0.975489261,0.937570452,0.970287027,0.971913495,1,0,0.958591681,0.301310156,0.961919344,7.34e-05,0,0.0,0,0
2182,0.436483335,1.0,1.0,0,0.601133418,0.187875614,0.507979964,0.989620722,1.0,0,0,1.0,0,0.0,0,0.459338533,0.948538944,0.880211485,0.5,0.5,0.5,1.0,0,1.0,0.0,0.469336989,0.977783715,0.86411645,0,1,0,0,1,0.879318864,0.478745204,0.536886871,0.014267521,0.975379698,0.932206997,0.970287027,0.97251947,1,0,0.957902536,0.301310156,0.961351581,7.34e-05,0,0.0,0,0
2183,0.435992362,1.0,1.0,0,0.601133418,0.187875614,0.505191768,0.991681063,1.0,0,0,1.0,0,1.0,0,0.458276507,0.940364783,0.881165216,0.5,0.5,0.5,1.0,0,1.0,0.0,0.469180143,0.976610854,0.85936249,0,1,0,0,1,0.876739657,0.478745204,0.533812432,0.01464967,0.975562113,0.921245391,0.970287027,0.97251947,1,0,0.958028049,0.301310156,0.96082457,3.67e-05,0,0.0,0,0
2184,0.437576951,1.0,1.0,0,0.601133418,0.227016524,0.4887512,0.991706787,1.0,0,0,1.0,0,1.0,0,0.619025987,0.972816599,0.88218715,0.5,1.0,0.5,0.0,0,1.0,0.0,0.4662074,0.97580444,0.856149205,0,1,0,0,1,0.877255498,0.47537197,0.536886871,0.014267521,0.975197284,0.92275089,0.96844048,0.972721672,1,0,0.957871256,0.279476047,0.961392081,0.0,0,0.0,0,0
2185,0.435501389,1.0,1.0,0,0.601133418,0.518265006,0.457792622,0.991088604,1.0,0,0,1.0,0,1.0,0,0.814064685,0.956224081,0.882255242,0.5,1.0,0.5,0.5,0,1.0,0.0,0.4662074,0.973604896,0.852781836,0,1,0,0,1,0.877255498,0.472672594,0.536886871,0.014267521,0.974978443,0.92496231,0.969447735,0.972721672,1,0,0.957526781,0.296943334,0.960337554,0.0,0,0.0,0,0
2186,0.435456698,1.0,1.0,0,0.601133418,0.738057086,0.461734315,0.990419375,1.0,0,0,1.0,0,1.0,0,0.926339025,0.940745065,0.882277976,0.5,1.0,0.5,0.5,0,1.0,0.0,0.4662074,0.975437992,0.851351229,0,1,0,0,1,0.877255498,0.472672594,0.536886871,0.014267521,0.976692743,0.93728801,0.969615568,0.972721672,1,0,0.958466364,0.296943334,0.961148573,7.34e-05,0,0.0,0,0
2187,0.434028299,1.0,1.0,0,0.601133418,0.841829608,0.479521161,0.989389205,1.0,0,0,1.0,0,1.0,0,0.932028551,0.940446393,0.883140881,0.5,1.0,0.5,0.5,0,1.0,0.0,0.466519871,0.977270517,0.851945474,0,1,0,0,1,0.877255498,0.471154441,0.534837245,0.014267521,0.977458828,0.930419423,0.969951297,0.972721672,1,0,0.959061473,0.296943334,0.962689609,7.34e-05,0,0.0,0,0
2188,0.434563963,1.0,1.0,0,0.601133418,0.888999904,0.499951805,0.99093426,1.0,0,0,1.0,0,1.0,0,0.931573559,0.939197227,0.883299855,0.5,1.0,0.5,0.5,0,1.0,0.0,0.466519871,0.975218009,0.852363655,0,1,0,0,1,0.877255498,0.47199742,0.534837245,0.014267521,0.975124431,0.926467809,0.969363754,0.979187716,1,0,0.957808695,0.296943334,0.960581062,7.34e-05,0,0.0,0,0
2189,0.436237877,1.0,1.0,0,0.598863745,0.908470758,0.52014241,0.990161732,1.0,0,0,1.0,0,1.0,0,0.927780542,0.940337862,0.883299855,0.5,1.0,0.5,0.5,0,1.0,0.0,0.466519871,0.976867453,0.852385692,0,1,0,0,1,0.877255498,0.47064839,0.534837245,0.014267521,0.975707817,0.925761888,0.967601123,0.972115382,1,0,0.95815317,0.294759923,0.96123008,3.67e-05,0,0.0,0,0
2190,0.436974365,1.0,1.0,0,0.598863745,0.914090953,0.536775197,0.989594998,1.0,0,0,1.0,0,1.0,0,0.932787107,0.941722692,0.882754842,0.5,1.0,0.5,0.5,0,1.0,0.0,0.467459113,0.977857234,0.852077522,0,1,0,0,1,0.877255498,0.47064839,0.534837245,0.014267521,0.976875158,0.940016934,0.96844048,0.97251947,1,0,0.959092753,0.296943334,0.962446607,3.67e-05,0,0.0,0,0
2191,0.438826814,1.0,1.0,0,0.598863745,0.914090953,0.548312605,0.990367726,1.0,0,0,1.0,0,1.0,0,0.930587271,0.940364783,0.88352692,0.5,1.0,0.5,0.5,0,1.0,0.0,0.466833562,0.977747385,0.854630624,0,1,0,0,1,0.877255498,0.469298044,0.534837245,0.014267521,0.975051579,0.941710483,0.9697834,0.97251947,1,0,0.958341243,0.310043663,0.962081598,3.67e-05,0,0.0,0,0
2192,0.438983004,1.0,1.0,0,0.598863745,0.918505925,0.57460825,0.989929813,1.0,0,0,1.0,0,1.0,0,0.931573559,0.942374301,0.885684237,0.5,1.0,0.5,0.5,0,1.0,0.0,0.465894929,0.978150449,0.855070784,0,1,0,0,1,0.873645413,0.469298044,0.534837245,0.014267521,0.977750521,0.933947925,0.968524397,0.97251947,1,0,0.95959402,0.310043799,0.963419627,3.67e-05,0,0.0,0,0
2193,0.436639582,1.0,1.0,0,0.598863745,0.91690105,0.592106487,0.990676617,1.0,0,0,1.0,0,1.0,0,0.930435607,0.940364783,0.886138367,0.5,1.0,0.5,0.5,0,1.0,0.0,0.463079032,0.977564018,0.855092763,0,1,0,0,1,0.873645413,0.466936911,0.534837245,0.014267521,0.976875158,0.945615451,0.96877621,0.97251947,1,0,0.958716998,0.296943334,0.962324853,3.67e-05,0,0.0,0,0
2194,0.437532374,1.0,1.0,0,0.603406637,0.91690105,0.608307017,0.990367525,1.0,0,0,1.0,0,1.0,0,0.932939007,0.940174854,0.886796998,0.5,1.0,0.5,0.5,0,1.0,0.0,0.463079032,0.976170888,0.855885109,0,1,0,0,1,0.873645413,0.466936911,0.548155017,0.014267521,0.976875158,0.937570452,0.968944108,0.97251947,1,0,0.958341243,0.296943334,0.96179759,3.67e-05,0,0.0,0,0
2195,0.438536665,1.0,1.0,0,0.597725363,0.914090327,0.623545705,0.990161732,1.0,0,0,1.0,0,1.0,0,0.93263568,0.9399845,0.887364689,0.5,1.0,0.5,0.5,0,1.0,0.0,0.463079032,0.975914288,0.85890035,0,1,0,0,1,0.873645413,0.468961115,0.597849651,0.014267521,0.976875158,0.932207364,0.967936853,0.97251947,1,0,0.958341243,0.283842869,0.96179759,3.67e-05,0,0.0,0,0
2196,0.438224171,1.0,1.0,0,0.599998581,0.913688795,0.637871497,0.990470824,1.0,0,0,1.0,0,1.0,0,0.929600982,0.939984712,0.887478194,0.5,1.0,0.5,0.5,0,1.0,0.0,0.464330135,0.974337791,0.860264904,0,1,0,0,1,0.873645413,0.47064839,0.683403146,0.014267521,0.975780669,0.947732112,0.970287027,0.97251947,1,0,0.957871256,0.283842869,0.961392081,3.67e-05,0,0.0,0,0
2197,0.438648278,1.0,1.0,0,0.599998581,0.917301956,0.651956501,0.990470824,1.0,0,0,1.0,0,1.0,0,0.932711275,0.940528003,0.887591811,0.5,1.0,0.5,0.5,0,1.0,0.0,0.464330135,0.974118094,0.860110877,0,1,0,0,1,0.873645413,0.472672594,0.768443435,0.014267521,0.974759602,0.929948932,0.96844048,0.97251947,1,0,0.95677488,0.283842869,0.959607537,3.67e-05,0,0.0,0,0
2198,0.439630338,1.0,1.0,0,0.599998581,0.921718181,0.66426297,0.990522272,1.0,0,0,1.0,0,1.0,0,0.931573559,0.941396675,0.887727994,0.5,1.0,0.5,0.5,0,1.0,0.0,0.4662074,0.975071258,0.862267662,0,1,0,0,1,0.873645413,0.47537197,0.823258937,0.014267521,0.974942017,0.94166347,0.96844048,0.976965073,1,0,0.957902536,0.301310156,0.960743064,3.67e-05,0,0.0,0,0
2199,0.440322135,1.0,1.0,0,0.599998581,0.92292215,0.678396356,0.990882811,1.0,0,0,1.0,0,1.0,0,0.931269995,0.940554924,0.888795341,0.5,1.0,0.5,0.5,0,1.0,0.0,0.4662074,0.977564018,0.861783486,0,1,0,0,1,0.873645413,0.475708899,0.84528682,0.014267521,0.976875158,0.944768493,0.96844048,0.97251947,1,0,0.959155314,0.301310156,0.962608608,3.67e-05,0,0.0,0,0
2200,0.439116906,1.0,1.0,0,0.599998581,0.920112053,0.686664741,0.99196443,1.0,0,0,1.0,0,1.0,0,0.931573559,0.940636534,0.889680981,0.5,1.0,0.5,0.5,0,1.0,0.0,0.467772194,0.977307419,0.862223704,0,1,0,0,1,0.873645413,0.475033726,0.838114728,0.014267521,0.976875158,0.930984307,0.970119195,0.967872297,1,0,0.959907215,0.305676977,0.963014118,3.67e-05,0,0.0,0,0
2201,0.438201882,1.0,1.0,0,0.599998581,0.92292215,0.698827,0.99057372,1.0,0,0,1.0,0,1.0,0,0.934607783,0.940826463,0.890589298,0.5,1.0,0.5,0.5,0,1.0,0.0,0.467772194,0.978150449,0.863588258,0,1,0,0,1,0.873645413,0.475033726,0.816598452,0.014267521,0.97694801,0.930513815,0.969028024,0.971711451,1,0,0.960126372,0.305676977,0.964068897,3.67e-05,0,0.0,0,0
2202,0.439273153,1.0,1.0,0,0.599998581,0.91810502,0.709931777,0.990161732,1.0,0,0,1.0,0,1.0,0,0.935366576,0.941722692,0.890634768,0.5,1.0,0.5,0.5,0,1.0,0.0,0.4662074,0.974924508,0.864204539,0,1,0,0,1,0.873645413,0.470142339,0.796108589,0.014267521,0.975051579,0.928584837,0.967601058,0.972721672,1,0,0.958654437,0.279476047,0.961392081,3.67e-05,0,0.0,0,0
2203,0.439741894,1.0,1.0,0,0.599998581,0.926134406,0.719882681,0.991861534,1.0,0,0,1.0,0,1.0,0,0.934456119,0.941288144,0.891838298,0.5,1.0,0.5,0.5,0,1.0,0.0,0.468084665,0.977637251,0.865503041,0,1,0,0,1,0.873645413,0.469973217,0.780737993,0.014267521,0.978042499,0.939452418,0.968608313,0.972822773,1,0,0.96034553,0.292576512,0.963541381,3.67e-05,0,0.0,0,0
2204,0.440746129,1.0,1.0,0,0.599998581,0.926134406,0.731612308,0.990470824,1.0,0,0,1.0,0,1.0,0,0.933166503,0.940256252,0.892542285,0.5,1.0,0.5,0.5,0,1.0,0.0,0.469649459,0.975144491,0.866537446,0,1,0,0,1,0.877255498,0.469973217,0.768443435,0.014522287,0.976656317,0.941287004,0.967265393,0.972721672,1,0,0.959186789,0.28820969,0.963582134,3.67e-05,0,0.0,0,0
2205,0.438268862,1.0,1.0,0,0.599998581,0.920915117,0.741178589,0.991758436,1.0,0,0,1.0,0,1.0,0,0.934228624,0.940256252,0.893019207,0.5,1.0,0.5,0.5,0,1.0,0.0,0.469649459,0.977637251,0.867197629,0,1,0,0,1,0.877255498,0.47199742,0.762297755,0.014522287,0.976802021,0.933195359,0.967601058,0.972721672,1,0,0.960846993,0.28820969,0.964068644,3.67e-05,0,0.0,0,0
2206,0.439206231,1.0,1.0,0,0.599998581,0.918908084,0.747428026,0.991758235,1.0,0,0,1.0,0,0.0,0,0.930435607,0.940256252,0.893972937,0.5,1.0,0.5,0.5,0,1.0,0.0,0.469649459,0.976464103,0.868188133,0,1,0,0,1,0.877255498,0.473178645,0.757172092,0.014522287,0.97658318,0.934841528,0.970287027,0.972721672,1,0,0.959405947,0.283842855,0.963095371,3.67e-05,0,0.0,0,0
2207,0.440947067,1.0,1.0,0,0.599998581,0.922119713,0.756850284,0.991758235,1.0,0,0,1.0,0,0.0,0,0.932104383,0.940364783,0.895085698,0.5,1.0,0.5,0.5,0,1.0,0.0,0.469649459,0.977417554,0.87027898,0,1,0,0,1,0.877255498,0.474359869,0.752049626,0.014522287,0.976875158,0.926373417,0.9697834,0.973934095,1,0,0.959030192,0.279476047,0.962203099,3.67e-05,0,0.0,0,0
2208,0.440991701,1.0,1.0,0,0.599998581,0.813728635,0.791414314,0.991578166,1.0,0,0,1.0,0,0.0,0,0.932331878,0.940364783,0.894472537,0.5,1.0,0.5,0.5,0,1.0,0.0,0.470900562,0.97705082,0.87058715,0,1,0,0,1,0.877255498,0.474359869,0.74692716,0.014522287,0.976181925,0.933383409,0.9697834,0.972721672,1,0,0.959280826,0.305676977,0.963095624,3.67e-05,0,0.0,0,0
2209,0.442442388,1.0,1.0,0,0.599998581,0.569248916,0.812710221,0.989594998,1.0,0,0,1.0,0,0.0,0,0.932939007,0.939658696,0.894858576,0.5,1.0,0.5,0.5,0,1.0,0.0,0.470900562,0.977490786,0.871247333,0,1,0,0,1,0.877255498,0.474359869,0.738218648,0.01490447,0.975707817,0.932348401,0.970119195,0.972721672,1,0,0.959405947,0.266375554,0.963095624,3.67e-05,0,0.0,0,0
2210,0.439585647,1.0,1.0,0,0.598863745,0.406463099,0.82559372,0.990625168,1.0,0,0,1.0,0,0.0,0,0.932939007,0.940745065,0.896198346,0.5,1.0,0.5,0.5,0,1.0,0.0,0.469023297,0.975804154,0.873734382,0,1,0,0,1,0.877255498,0.474359869,0.73360619,0.01490447,0.977057573,0.936629836,0.969615568,0.972721672,1,0,0.959719142,0.305676977,0.963541634,3.67e-05,0,0.0,0,0
2211,0.439853451,1.0,1.0,0,0.598863745,0.319349456,0.82424763,0.99057372,1.0,0,0,1.0,0,0.0,0,0.931573559,0.940636534,0.896084785,0.5,1.0,0.5,0.5,0,1.0,0.0,0.466833562,0.974374693,0.874966888,0,1,0,0,1,0.877255498,0.472672594,0.729510136,0.01490447,0.97541584,0.9338539,0.967936853,0.974035038,1,0,0.958403804,0.305676977,0.962365607,3.67e-05,0,0.0,0,0
2212,0.442397754,1.0,1.0,0,0.598863745,0.277598275,0.818863643,0.989904089,1.0,0,0,1.0,0,0.0,0,0.931725223,0.939550377,0.897038628,0.5,1.0,0.5,0.5,0,1.0,0.0,0.466833562,0.976317352,0.873690366,0,1,0,0,1,0.877255498,0.470985319,0.723361259,0.01490447,0.976400766,0.932113339,0.968020769,0.971711294,1,0,0.959437423,0.303493566,0.963014118,3.67e-05,0,0.0,0,0
2213,0.441103257,1.0,1.0,0,0.598863745,0.261540755,0.813479469,0.991706787,1.0,0,0,1.0,0,0.0,0,0.93316674,0.940473314,0.89726575,0.5,1.0,0.5,0.5,0,1.0,0.0,0.469023297,0.974924794,0.873910446,0,1,0,0,1,0.877255498,0.470985319,0.723361259,0.015541418,0.975124431,0.927549829,0.968104685,0.97312576,1,0,0.959499984,0.301310156,0.963014118,3.67e-05,0,0.0,0,0
2214,0.442286141,1.0,1.0,0,0.598863745,0.246084594,0.807037814,0.991191702,1.0,0,0,1.0,0,0.0,0,0.936959757,0.940364783,0.897356463,0.5,1.0,0.5,0.5,0,1.0,0.0,0.469023297,0.97624412,0.877101751,0,1,0,0,1,0.877255498,0.470985319,0.718238793,0.015286619,0.976911584,0.922515828,0.967601058,0.972216483,1,0,0.95959402,0.301310156,0.963257626,3.67e-05,0,0.0,0,0
2215,0.440947067,1.0,1.0,0,0.598863745,0.231432122,0.80059597,0.990625168,1.0,0,0,1.0,0,0.0,0,0.93210462,0.941043737,0.898809907,0.5,1.0,0.5,0.5,0,1.0,0.0,0.470900562,0.975547841,0.876815676,0,1,0,0,1,0.877255498,0.470985319,0.718238793,0.015286619,0.975853521,0.937052948,0.96844048,0.97251947,1,0,0.958842119,0.296943334,0.962689609,3.67e-05,0,0.0,0,0
2216,0.44072384,1.0,1.0,0,0.598863745,0.223202283,0.79434672,0.990419375,1.0,0,0,1.0,0,0.0,0,0.931876887,0.940364783,0.899899933,0.5,1.0,0.5,0.5,0,1.0,0.0,0.469805695,0.974337791,0.877475916,0,1,0,0,1,0.877255498,0.470985319,0.714139541,0.015031853,0.975014869,0.938134968,0.970287027,0.974338183,1,0,0.958591681,0.296943334,0.962608608,3.67e-05,0,0.0,0,0
2217,0.439719606,1.0,1.0,0,0.598863745,0.216378745,0.788577922,0.989955738,1.0,0,0,1.0,0,0.0,0,0.928918258,0.940364783,0.898764437,0.5,1.0,0.5,0.5,0,1.0,0.0,0.470588092,0.974521158,0.879654795,0,1,0,0,1,0.877255498,0.47199742,0.714139541,0.015031853,0.975562113,0.93056046,0.968272583,0.972721672,1,0,0.958716998,0.296943334,0.962689609,3.67e-05,0,0.0,0,0
2218,0.43969726,1.0,1.0,0,0.598863745,0.214371712,0.785212884,0.991861534,1.0,0,0,1.0,0,0.0,0,0.934001128,0.941179613,0.898332985,0.5,1.0,0.5,0.5,0,1.0,0.0,0.470588092,0.977344321,0.879918891,0,1,0,0,1,0.873645413,0.47199742,0.714139541,0.015031853,0.976656032,0.926844276,0.967601058,0.972721672,1,0,0.959405947,0.296943334,0.962689609,3.67e-05,0,0.0,0,0
2219,0.439719549,1.0,1.0,0,0.598863745,0.209955487,0.776992694,0.990676818,1.0,0,0,1.0,0,0.0,0,0.933849464,0.940256252,0.900172411,0.5,1.0,0.5,0.5,0,1.0,0.0,0.468553981,0.976757604,0.879632759,0,1,0,0,1,0.873645413,0.472672594,0.709017075,0.015031853,0.975780669,0.941381396,0.970622691,0.972721672,1,0,0.959656581,0.266375554,0.962771116,3.67e-05,0,0.0,0,0
2220,0.440746243,1.0,1.0,0,0.598863745,0.206342326,0.772617994,0.989646446,1.0,0,0,1.0,0,0.0,0,0.934001128,0.939034219,0.90201178,0.5,1.0,0.5,0.5,0,1.0,0.0,0.467458503,0.974887892,0.882141844,0,1,0,0,1,0.873645413,0.472672594,0.709017075,0.015031853,0.974249068,0.932724868,0.9697834,0.974338183,1,0,0.958028049,0.28820969,0.961392081,3.67e-05,0,0.0,0,0
