Timestamp,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,attack
49834,0.0,1.19e-05,0.000499293,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.003913894,0.009174312,0.0,0.0,0.0,0.0,1.0,0.0,0.105,0.009803922,1.0,1.0,0.0,0.415,0.045,0.0,0.0,0.0,0.0,0
51,0.0,1.27e-05,0.000123992,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.020547945,0.036697248,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.176470588,1.0,1.0,0.0,0.025,0.05,0.0,0.0,0.0,0.0,0
23802,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
34079,0.0,1.56e-05,0.000157196,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.012720157,0.019877676,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18788,0.0,6.65e-05,3.29e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.006116208,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.052941176,0.468627451,0.63,0.145,0.075,0.02,0.0,0.0,0.0,0.0,0
6491,0.0,1.04e-05,0.000409272,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.010763209,0.019877676,0.0,0.0,0.0,0.0,1.0,0.0,0.31,0.107843137,1.0,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0
52278,0.0,1.58e-05,0.000940532,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.002935421,0.02293578,0.0,0.0,0.0,0.0,1.0,0.0,0.15,0.041176471,1.0,1.0,0.0,0.095,0.01,0.08,0.0,0.0,0.0,0
752,0.0,4.93e-05,3.15e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.009174312,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.078431373,0.18627451,0.985,0.02,0.055,0.0,0.0,0.0,0.0,0.0,0
32647,0.0,1.85e-05,5.83e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.030332681,0.047400612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0
15159,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
53530,0.0,1.14e-05,0.000281998,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.044031311,0.093272171,0.0,0.0,0.0,0.0,1.0,0.0,0.12,0.460784314,1.0,1.0,0.0,0.01,0.01,0.0,0.0,0.02,0.01,0
11646,0.0,1.13e-05,0.00014215,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.010763209,0.016819572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.076470588,1.0,1.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0
9019,0.0,1.15e-05,0.000252076,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.060665362,0.100917431,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.57254902,1.0,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0
2980,0.0,1.63e-05,6.57e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.043052838,0.068807339,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43825,0.0,1.62e-05,0.000196878,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.03816047,0.059633028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.080392157,1.0,1.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0
23290,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
34553,0.035243433,7.71e-06,8.95e-06,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.003913894,0.004587156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.007843137,0.01,0.275,0.545,0.0,0.0,0.0,0.0,0.0,0
12473,0.0,1.31e-05,2.25e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.025993884,0.0,0.0,0.0,0.0,1.0,0.0,0.19,0.398039216,1.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0
51021,0.0,4.24e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.003913894,0.006116208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.409803922,0.38627451,0.465,0.04,0.465,0.02,0.0,0.0,0.0,0.0,0
10145,0.0,1.38e-05,4.2e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.003913894,0.00764526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.088235294,1.0,1.0,0.0,0.045,0.01,0.0,0.0,0.0,0.0,0
825,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
39834,0.0,1.91e-06,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.003058104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.633333333,0.241176471,0.38,0.04,0.375,0.0,0.0,0.0,0.0,0.0,0
36322,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.477495108,0.035168196,1.0,1.0,0.0,0.0,0.05,0.06,0.0,1.0,0.047058824,0.045,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1
50422,2.47e-05,4.67e-05,2.82e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.006116208,0.0,0.0,0.0,0.0,1.0,0.0,0.775,0.58627451,0.411764706,0.525,0.04,0.01,0.02,0.01,0.01,0.01,0.0,0
5674,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.460861057,0.032110092,1.0,1.0,0.0,0.0,0.045,0.07,0.0,1.0,0.041176471,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1
6274,0.0,1.6e-05,0.000272322,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.008806262,0.013761468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.045098039,1.0,1.0,0.0,0.085,0.05,0.0,0.0,0.0,0.0,0
52225,0.0,1.41e-05,0.000378327,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.010763209,0.016819572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26813,0.0,1.21e-05,0.000552103,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.020547945,0.032110092,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.076470588,1.0,1.0,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0
23981,0.0,1.18e-05,0.000217721,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.042074364,0.065749235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15463,0.0,8.76e-05,3.44e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.003058104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.884313725,0.865,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0
31635,0.0,1.63e-05,0.000202292,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.006849315,0.032110092,0.0,0.0,0.0,0.0,1.0,0.0,0.135,0.139215686,0.135294118,0.97,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0
41414,1.23e-05,8.87e-05,2.84e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.004587156,0.0,0.0,0.0,0.0,1.0,0.0,0.43,0.503921569,0.725490196,0.7,0.03,0.01,0.01,0.0,0.0,0.02,0.04,0
19433,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
40153,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.003058104,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.01372549,1.0,1.0,0.0,0.29,0.13,0.0,0.0,1.0,0.82,0
10212,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
6046,0.0,1.24e-05,0.000110352,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.016634051,0.025993884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16918,0.0,1.19e-05,0.000637137,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.022504892,0.035168196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.135294118,1.0,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0
13474,0.0,1.7e-05,9.16e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.005870841,0.02293578,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.198039216,1.0,1.0,0.0,0.02,0.04,0.02,0.0,0.0,0.0,0
54898,0.0,1.12e-05,5.09e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.028375734,0.044342508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.139215686,1.0,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,0
14768,0.0,1.76e-05,0.000311536,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.007827789,0.035168196,0.0,0.0,0.0,0.0,1.0,0.0,0.11,0.076470588,1.0,1.0,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0
34889,0.0,2.25e-05,9.33e-06,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.006116208,0.0,0.0,0.0,0.0,1.0,0.0,0.375,0.568627451,0.335294118,0.455,0.03,0.16,0.0,0.0,0.0,0.0,0.0,0
7481,0.0,1.91e-06,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.010763209,0.021406728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.211764706,0.329411765,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
54536,0.0,1.56e-05,0.00026644,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.010763209,0.016819572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.076470588,1.0,1.0,0.0,0.05,0.03,0.0,0.01,0.0,0.0,0
47817,0.0,1.62e-05,0.000202292,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.008806262,0.02293578,0.0,0.0,0.0,0.0,1.0,0.0,0.33,0.511764706,0.484313725,0.95,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0
27495,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
25228,0.0,1.85e-05,1.92e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.006849315,0.05351682,0.0,0.0,0.0,0.0,1.0,0.0,0.13,0.049019608,1.0,1.0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0
54042,0.0,1.52e-05,5.39e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.058103976,0.0,0.0,0.0,0.0,1.0,0.0,0.115,0.017647059,1.0,1.0,0.0,0.225,0.04,0.0,0.0,0.0,0.0,0
28555,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
31877,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
43213,0.000123445,6.71e-05,2.79e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.001956947,0.003058104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.81372549,0.605882353,0.745,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
17824,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
47451,0.0,1.15e-05,0.000150035,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.010763209,0.016819572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3953,0.0,1.03e-05,0.000170622,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.008806262,0.013761468,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23098,0.0,1.59e-06,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.003913894,0.006116208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2247,0.0,1.07e-05,0.000196452,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.053816047,0.087155963,0.0,0.0,0.0,0.0,1.0,0.0,0.07,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10012,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1927,0.0,1.84e-05,0.000146455,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.003913894,0.009174312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.484313725,1.0,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0
31081,0.0,1.26e-05,2.58e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.104696673,0.163608563,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.868627451,1.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0
6186,0.0,2.11e-05,0.000121179,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.010763209,0.016819572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12679,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.233855186,0.024464832,1.0,1.0,0.0,0.0,0.085,0.07,0.0,1.0,0.031372549,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0.0,1
5058,0.0,1.53e-05,4.08e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.03816047,0.129969419,0.0,0.0,0.0,0.0,1.0,0.0,0.12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44770,0.0,1.67e-05,7.45e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.014677104,0.035168196,0.0,0.0,0.0,0.0,1.0,0.0,0.16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4829,0.0,1.1e-05,0.000380927,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.010763209,0.016819572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.037254902,1.0,1.0,0.0,0.105,0.01,0.0,0.0,0.0,0.0,0
8434,0.0,1.3e-05,0.000184773,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.01369863,0.027522936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18509,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.999021526,1.56116208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
16982,0.0,1.18e-05,0.000356461,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.014677104,0.02293578,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029411765,1.0,1.0,0.0,0.13,0.04,0.0,0.0,0.0,0.0,0
4647,0.0,1.05e-05,0.000132645,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.007827789,0.012232416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029411765,1.0,1.0,0.0,0.13,0.02,0.0,0.0,0.0,0.0,0
22777,0.0,0.000378543,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.022504892,0.035168196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.335294118,0.33,0.4,0.325,0.02,0.0,0.0,0.37,0.01,0
8887,0.0,1.61e-05,4.64e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.036203523,0.059633028,0.0,0.0,0.0,0.0,1.0,0.0,0.095,0.178431373,0.858823529,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0
17841,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
20161,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
6808,0.0,1.71e-05,0.000145261,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.016634051,0.074923547,0.0,0.0,0.0,0.0,1.0,0.0,0.12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14923,0.0,1.49e-06,0.0,3.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.053816047,0.084097859,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.903921569,0.107843137,0.12,0.05,0.12,0.0,0.02,0.0,0.0,0.0,1
32680,0.0,1.54e-05,0.000440387,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.044031311,0.087155963,0.045,0.07,0.0,0.0,1.0,0.0,0.14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28838,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
3332,0.0,1.54e-05,3.32e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.007827789,0.01529052,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.756862745,1.0,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0
13690,0.0,1.6e-05,0.000174671,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.032289628,0.050458716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17052,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
40615,0.0,2.34e-06,3.75e-06,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.018590998,0.05351682,0.0,0.0,0.0,0.0,1.0,0.0,0.195,1.0,0.996078431,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0
8426,0.0,1.26e-05,0.000168619,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.022504892,0.035168196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20027,0.0,1.35e-05,0.000201993,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.002935421,0.077981651,0.0,0.0,0.0,0.0,1.0,0.0,0.095,0.135294118,1.0,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0
51921,0.0,1.24e-05,7.33e-05,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0.030332681,0.050458716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.229411765,0.268627451,1.0,0.0,0.02,0.04,0.02,0.01,0.0,0.0,0
34136,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
25039,0.0,5.48e-05,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,1.0,1.562691131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
